Status,ID,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_credited,Curricular_units_approved,Curricular_units_enrolled,Curricular_units_evaluations,Curricular_units_without_evaluations,Curricular_units_grade,Marital_status,Application_mode,Course,Daytime_evening_attendance,Previous_qualification,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder
Dropout,2423,1,133.1,130.0,29,0,0,7,12,0,0.0,Single,Other,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Dropout,2424,2,120.0,128.0,30,0,0,4,4,0,0.0,Single,Other,Technology and Engineering,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Dropout,2425,2,133.1,102.5,26,0,0,9,4,0,0.0,Single,Other,Social Services and Management,1,01,02,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Dropout,2426,2,133.1,102.5,27,0,0,10,15,0,0.0,Single,Other,Social Services and Management,0,02,02,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Graduate,2427,2,100.0,110.0,36,0,10,10,12,0,11.5,In Relationship,Other,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,2428,1,133.1,114.0,29,5,12,16,23,0,11.261904761904763,Single,Other,Agriculture and Environtment,1,01,02,02,Administrative Staff,Armed Forces Professions,0,1,1,0
Dropout,2429,1,120.0,128.2,35,8,12,18,20,0,12.142857142857142,Single,Transfer and Change,Technology and Engineering,1,02,00,00,Students,Students,0,1,1,0
Graduate,2430,1,128.0,116.5,18,0,9,12,22,0,12.05,Single,General Continent,Social Services and Management,1,02,01,01,Agricultural and Forestry Workers,Intermediate Level Technicians and Professions,0,1,1,1
Graduate,2431,1,172.0,149.3,24,0,10,10,10,0,16.0,Single,General Continent,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,2432,3,146.0,134.1,18,0,12,12,13,0,12.583333333333332,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Enrolled,2433,4,135.0,126.6,18,0,7,10,17,3,12.5,Single,General Continent,Technology and Engineering,1,02,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,2434,1,160.0,120.0,21,0,3,10,22,3,5.833333333333333,In Relationship,Transfer and Change,Health and Care,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,2435,1,150.0,133.5,21,0,10,10,20,0,12.8,Single,Transfer and Change,Technology and Engineering,1,02,01,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Graduate,2436,1,130.0,110.0,32,15,25,30,45,1,12.898809523809524,Single,Other,Agriculture and Environtment,1,02,02,03,Professionals and Specialists,Agricultural and Forestry Workers,0,1,1,0
Dropout,2437,4,111.0,107.5,22,0,6,11,23,0,12.416666666666668,Single,General Continent,Technology and Engineering,1,02,01,01,Unskilled Workers,Service Workers and Sellers,0,1,1,1
Dropout,2438,1,130.0,130.0,32,21,21,29,55,5,12.713636363636365,Single,Other,Agriculture and Environtment,1,03,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,0
Dropout,2439,1,170.0,111.6,35,1,1,10,10,0,7.0,Single,Transfer and Change,Social Services and Management,1,07,00,00,Students,Students,0,1,1,0
Dropout,2440,3,133.1,101.0,23,0,0,10,0,0,0.0,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,0
Enrolled,2441,1,100.0,108.3,39,1,8,12,20,1,11.2,Single,Other,Social Services and Management,0,02,01,01,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,1,1,0
Dropout,2442,1,120.0,128.2,35,0,1,10,10,0,5.0,In Relationship,Transfer and Change,Social Services and Management,1,02,00,00,Students,Students,0,1,1,0
Graduate,2443,1,110.0,150.0,32,6,18,18,22,0,18.283653846153847,In Relationship,Other,Agriculture and Environtment,1,03,03,02,Administrative Staff,Agricultural and Forestry Workers,0,1,1,0
Dropout,2444,1,133.1,142.8,20,0,0,12,24,0,0.0,Single,General Continent,Basic Education,1,02,00,00,Students,Students,0,1,1,0
Enrolled,2445,1,120.0,100.0,34,0,10,14,31,0,11.966666666666667,Single,Other,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,2446,1,150.0,150.0,44,3,12,12,15,0,14.85,Single,Other,Social Services and Management,0,03,01,01,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,1,1,0
Graduate,2447,1,133.1,156.5,53,11,5,20,22,11,12.5,In Relationship,Other,Agriculture and Environtment,1,01,01,02,Unskilled Workers,Armed Forces Professions,0,1,1,0
Dropout,2448,1,120.0,98.6,28,0,0,10,17,0,0.0,Single,Other,Technology and Engineering,1,01,01,01,Unskilled Workers,Administrative Staff,1,0,1,0
Dropout,2449,1,130.0,130.0,31,14,14,14,14,0,13.51111111111111,Single,Other,Social Services and Management,0,03,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,2450,1,130.0,118.1,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,Service Workers and Sellers,Unskilled Workers,1,0,1,0
Dropout,2451,1,100.0,120.0,44,2,4,13,30,3,6.0,Single,Other,Agriculture and Environtment,1,02,02,03,Unskilled Workers,Armed Forces Professions,1,0,1,0
Graduate,2452,1,142.0,127.7,19,0,9,10,17,1,12.3,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,2453,1,130.0,130.0,21,10,23,23,27,0,14.083333333333334,Single,International,Design and Creativity,1,02,02,02,Professionals and Specialists,Unskilled Workers,0,1,1,0
Dropout,2454,1,148.0,147.7,18,0,0,10,10,0,0.0,Single,General Continent,Technology and Engineering,1,02,03,02,Intermediate Level Technicians and Professions,Service Workers and Sellers,0,1,1,1
Graduate,2455,1,170.0,170.0,20,0,12,12,18,0,14.9,Single,Other,Agriculture and Environtment,1,03,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,2456,1,110.0,110.2,55,0,12,12,12,0,14.0,Single,Other,Design and Creativity,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,2457,1,166.0,146.4,27,0,4,10,24,0,11.5,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,Installation and Machine Operators and Assembly Workers,0,1,1,0
Dropout,2458,2,135.0,121.0,19,0,0,10,0,0,0.0,Single,General Continent,Technology and Engineering,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,2459,1,133.0,129.9,18,0,10,10,10,0,12.399999999999999,Single,General Continent,Social Services and Management,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,2460,1,133.1,132.0,43,0,4,12,17,0,5.875,In Relationship,Other,Social Services and Management,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative Staff,0,1,1,0
Dropout,2461,3,121.0,125.9,18,0,0,12,0,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Agricultural and Forestry Workers,0,1,1,0
Dropout,2462,1,159.0,165.7,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Dropout,2463,5,130.0,122.7,20,0,0,12,13,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,01,01,Unskilled Workers,Unskilled Workers,1,1,1,1
Dropout,2464,1,121.0,141.4,29,0,8,10,15,0,11.525,In Relationship,Other,Social Services and Management,0,02,01,02,Unskilled Workers,Unskilled Workers,1,0,1,0
Dropout,2465,1,133.1,156.4,44,0,5,12,20,0,5.785714285714286,Single,Other,Agriculture and Environtment,1,01,01,01,Unskilled Workers,Armed Forces Professions,1,1,1,0
Enrolled,2466,1,146.0,148.5,18,0,5,10,15,0,13.0,Single,General Continent,Technology and Engineering,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,2467,1,140.0,140.0,20,0,11,12,24,0,13.066666666666666,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,Professionals and Specialists,0,1,1,1
Dropout,2468,1,125.0,131.7,20,6,7,15,18,0,12.708333333333332,Single,Transfer and Change,Design and Creativity,1,02,01,01,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2469,2,120.0,104.7,36,0,0,9,13,0,0.0,In Relationship,Other,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,2470,1,150.0,150.0,19,2,7,12,25,0,11.3,Single,Other,Agriculture and Environtment,1,03,06,02,Professionals and Specialists,Service Workers and Sellers,0,1,1,0
Dropout,2471,1,110.0,110.0,29,0,0,10,10,0,0.0,In Relationship,Other,Health and Care,1,01,01,01,Other,Other,0,0,1,0
Dropout,2472,1,120.0,129.1,18,0,7,12,16,0,10.791666666666668,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,2473,1,133.1,120.0,24,0,0,12,0,0,0.0,Single,Other,Agriculture and Environtment,1,02,02,02,Professionals and Specialists,Agricultural and Forestry Workers,0,0,1,0
Graduate,2474,1,133.1,127.0,20,0,12,12,13,0,14.666666666666668,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Service Workers and Sellers,0,1,1,0
Dropout,2475,1,133.1,151.5,45,0,0,11,12,0,0.0,In Relationship,Other,Social Services and Management,0,01,02,01,Unskilled Workers,Unskilled Workers,1,0,1,0
Graduate,2476,2,130.0,126.8,28,36,40,46,46,6,13.5,Single,Transfer and Change,Health and Care,1,02,01,01,Administrative Staff,Administrative Staff,0,1,1,1
Enrolled,2477,1,160.0,140.8,23,0,11,12,18,0,12.433333333333334,Single,General Continent,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,2478,1,128.0,125.6,18,0,14,15,18,0,11.895714285714286,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2479,2,140.0,127.8,23,0,6,10,14,1,11.0,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Administrative Staff,0,1,1,0
Enrolled,2480,1,120.0,120.0,22,0,0,0,0,0,0.0,Single,Transfer and Change,Design and Creativity,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Graduate,2481,1,140.0,131.3,22,2,11,12,12,0,12.533333333333333,Single,General Continent,Design and Creativity,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,1,1
Graduate,2482,1,120.0,155.7,33,0,10,10,11,0,14.016666666666666,Single,Other,Social Services and Management,0,01,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,2483,1,130.0,128.5,21,12,21,24,34,0,12.440909090909091,Single,Other,Agriculture and Environtment,1,04,02,01,Unskilled Workers,Agricultural and Forestry Workers,0,1,1,0
Graduate,2484,1,100.0,170.0,45,0,10,10,11,0,14.816666666666666,In Relationship,Other,Social Services and Management,1,02,01,01,Unskilled Workers,Service Workers and Sellers,0,1,1,0
Dropout,2485,1,133.1,100.0,44,5,5,17,18,0,11.75,In Relationship,Other,Agriculture and Environtment,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Dropout,2486,1,110.0,107.2,42,0,0,12,0,0,0.0,In Relationship,Other,Social Services and Management,1,02,02,02,Other,Other,0,1,1,0
Dropout,2487,1,147.0,139.3,20,0,0,10,0,0,0.0,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,2488,6,133.0,123.2,20,0,5,10,19,1,12.583333333333332,Single,General Continent,Social Services and Management,1,02,02,01,Service Workers and Sellers,Agricultural and Forestry Workers,0,1,1,0
Graduate,2489,2,137.0,122.3,20,0,12,12,13,0,13.607142857142858,Single,General Continent,Agriculture and Environtment,1,02,02,01,Professionals and Specialists,Installation and Machine Operators and Assembly Workers,0,1,1,1
Enrolled,2490,2,124.0,127.9,20,0,7,12,24,0,11.958333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Enrolled,2491,2,128.0,120.3,19,0,7,10,22,0,12.15,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Agricultural and Forestry Workers,0,1,1,0
Dropout,2492,1,120.0,128.5,26,7,11,18,29,0,10.464285714285715,Single,Transfer and Change,Social Services and Management,0,02,02,02,Administrative Staff,Administrative Staff,1,0,1,0
Graduate,2493,1,133.1,150.0,31,0,11,12,21,0,13.75,In Relationship,Other,Agriculture and Environtment,1,02,01,01,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,2494,1,142.0,136.1,19,0,12,12,12,0,13.333333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,1,1,1,1
Graduate,2495,1,100.0,128.0,28,0,12,12,13,0,13.416666666666666,Single,Other,Social Services and Management,1,01,01,01,Students,Students,0,1,1,0
Graduate,2496,1,149.0,158.1,20,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,1
Graduate,2497,2,110.0,108.7,43,0,12,12,12,0,12.75,In Relationship,General Continent,Social Services and Management,0,02,01,02,Unskilled Workers,Armed Forces Professions,0,1,0,0
Dropout,2498,1,133.1,110.0,25,0,0,0,0,0,0.0,Single,Other,Design and Creativity,1,01,02,02,Professionals and Specialists,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Dropout,2499,1,133.1,120.0,40,0,3,12,23,0,12.5,Single,Other,Social Services and Management,1,01,01,01,Unskilled Workers,Unskilled Workers,1,1,0,0
Graduate,2500,1,150.0,150.0,20,3,11,12,23,0,13.354166666666668,Single,Other,Health and Care,1,03,06,05,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,2501,1,133.1,113.0,46,0,9,12,19,0,12.833333333333334,In Relationship,Other,Social Services and Management,0,01,01,01,Unskilled Workers,Professionals and Specialists,0,1,0,0
Graduate,2502,1,121.0,118.6,26,24,34,35,41,0,12.412337662337663,Single,Transfer and Change,Technology and Engineering,1,02,02,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2503,1,133.1,148.8,34,0,13,15,16,0,12.792380952380952,In Relationship,Other,Health and Care,1,02,03,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Dropout,2504,3,122.0,120.3,19,0,0,12,0,0,0.0,Single,General Continent,Basic Education,1,02,01,01,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Graduate,2505,6,143.0,127.0,18,0,14,16,16,0,13.585714285714284,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,2506,1,123.0,113.8,18,0,15,15,19,0,11.290277777777778,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Unskilled Workers,0,1,0,0
Graduate,2507,1,120.0,108.0,37,2,11,13,16,0,11.928571428571429,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,2508,1,114.0,129.1,23,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,2509,1,114.0,135.9,26,16,27,27,27,0,13.807692307692308,Single,Transfer and Change,Design and Creativity,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2510,2,154.4,154.4,18,0,5,12,8,0,6.0,Single,Spesific Ordinances,Social Services and Management,1,02,02,01,Intermediate Level Technicians and Professions,Service Workers and Sellers,0,0,0,0
Enrolled,2511,1,190.0,190.0,18,0,9,14,25,0,11.997499999999999,Single,International,Health and Care,1,02,03,04,Professionals and Specialists,Administrative Staff,0,1,0,0
Graduate,2512,4,136.0,132.5,19,0,15,15,16,0,13.130535714285713,Single,General Continent,Health and Care,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,2513,2,163.3,163.3,18,0,12,12,22,0,12.75,Single,Spesific Ordinances,Health and Care,1,02,02,02,Administrative Staff,Unskilled Workers,0,1,0,0
Dropout,2514,1,126.0,122.5,19,0,11,12,14,0,13.066666666666666,Single,General Continent,Social Services and Management,1,02,02,03,Administrative Staff,Intermediate Level Technicians and Professions,0,1,0,0
Enrolled,2515,4,122.0,121.0,20,0,5,10,24,0,12.125,Single,General Continent,Technology and Engineering,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,2516,1,137.0,131.8,22,0,10,12,16,0,12.083333333333332,Single,General Continent,Design and Creativity,1,02,02,02,Professionals and Specialists,Service Workers and Sellers,0,1,0,1
Graduate,2517,3,139.0,135.0,18,0,14,16,16,0,12.214285714285714,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Service Workers and Sellers,0,1,0,1
Graduate,2518,1,142.0,141.7,18,0,12,12,14,0,12.833333333333332,Single,General Continent,Agriculture and Environtment,1,02,02,07,Service Workers and Sellers,Administrative Staff,0,1,0,1
Graduate,2519,3,133.1,131.3,18,0,12,12,13,0,12.892857142857142,Single,General Continent,Social Services and Management,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Graduate,2520,6,126.0,123.9,18,0,12,12,13,0,13.0,Single,General Continent,Agriculture and Environtment,1,02,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,2521,2,131.0,126.1,18,0,12,12,14,0,11.654761904761905,Single,General Continent,Agriculture and Environtment,1,02,05,03,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative Staff,0,1,0,0
Graduate,2522,6,131.0,126.5,19,0,14,15,17,0,13.480714285714285,Single,General Continent,Health and Care,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Dropout,2523,1,108.0,107.3,20,0,0,12,0,0,0.0,Single,General Continent,Basic Education,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,2524,4,133.1,95.0,19,0,6,12,19,0,5.833333333333333,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Service Workers and Sellers,0,1,0,1
Graduate,2525,2,122.0,116.1,18,0,9,12,25,0,12.076923076923077,Single,General Continent,Health and Care,1,02,03,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,2526,4,143.0,134.6,18,0,12,12,12,0,13.666666666666668,Single,General Continent,Design and Creativity,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,2527,6,135.0,128.0,18,0,15,15,15,0,14.048839285714285,Single,General Continent,Health and Care,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,2528,2,148.0,144.2,18,0,12,12,13,0,14.726190476190476,Single,General Continent,Social Services and Management,1,02,03,01,Professionals and Specialists,Agricultural and Forestry Workers,0,1,0,0
Graduate,2529,1,134.0,129.5,18,0,9,10,17,0,12.1125,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,Installation and Machine Operators and Assembly Workers,0,1,0,1
Graduate,2530,1,122.0,116.8,18,0,12,12,12,0,12.0,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,0,0
Graduate,2531,1,160.0,160.0,20,0,12,12,18,0,12.9125,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,Agricultural and Forestry Workers,0,1,0,1
Graduate,2532,2,126.0,127.1,19,0,9,12,21,0,11.833333333333332,Single,Special Contingent,Social Services and Management,1,02,01,01,Intermediate Level Technicians and Professions,Service Workers and Sellers,0,1,0,1
Enrolled,2533,1,138.0,126.3,18,0,12,12,15,1,12.916666666666668,Single,General Continent,Agriculture and Environtment,1,02,04,02,Professionals and Specialists,Agricultural and Forestry Workers,0,1,0,1
Graduate,2534,1,115.0,112.9,19,0,12,12,15,0,12.5,Single,General Continent,Social Services and Management,1,02,01,01,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Enrolled,2535,2,141.0,130.2,19,0,9,12,15,1,11.075,Single,General Continent,Basic Education,1,02,03,02,Professionals and Specialists,Service Workers and Sellers,0,1,0,0
Enrolled,2536,1,100.0,100.0,19,0,10,10,17,2,15.0,Single,Transfer and Change,Agriculture and Environtment,1,02,03,05,Intermediate Level Technicians and Professions,Professionals and Specialists,0,1,0,0
Graduate,2537,1,130.0,121.6,19,0,12,12,13,0,15.273809523809524,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2538,1,130.0,130.0,20,0,11,12,15,0,13.25,Single,International,Social Services and Management,1,02,07,02,Professionals and Specialists,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,0,0
Graduate,2539,1,135.0,121.7,18,0,9,10,12,0,11.95,Single,General Continent,Agriculture and Environtment,1,02,01,02,Unskilled Workers,Service Workers and Sellers,0,1,0,1
Dropout,2540,1,120.0,120.0,33,2,2,10,14,0,7.0,Single,Other,Social Services and Management,1,03,02,07,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,2541,1,148.0,143.5,19,0,6,13,14,0,6.416666666666667,Single,General Continent,Basic Education,1,02,02,02,Administrative Staff,Service Workers and Sellers,0,1,0,1
Graduate,2542,2,136.0,128.3,18,0,15,15,15,0,14.089285714285715,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,1
Dropout,2543,1,108.0,111.9,19,0,0,12,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,0,0
Enrolled,2544,1,140.0,140.0,19,0,7,12,32,0,11.583333333333332,Single,Other,Agriculture and Environtment,1,03,01,01,Agricultural and Forestry Workers,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,2545,3,153.0,137.6,18,0,12,12,13,0,15.166666666666668,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,2546,1,135.0,135.0,20,0,12,12,12,0,12.833333333333334,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Graduate,2547,5,146.0,133.8,19,0,16,16,18,2,13.2325,Single,General Continent,Health and Care,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2548,2,130.0,126.9,18,0,12,12,12,0,14.083333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,2549,2,113.0,106.7,19,0,2,12,20,0,5.0,Single,General Continent,Agriculture and Environtment,1,02,02,04,Service Workers and Sellers,Intermediate Level Technicians and Professions,1,1,1,1
Graduate,2550,1,145.7,145.7,25,19,26,29,29,0,12.803030303030303,Single,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,2551,3,145.0,153.1,20,0,12,12,12,0,13.416666666666668,Single,General Continent,Design and Creativity,1,02,03,03,Administrative Staff,Administrative Staff,0,1,0,1
Graduate,2552,1,126.0,118.7,19,0,12,12,12,0,12.0,Single,General Continent,Social Services and Management,0,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,2553,1,160.0,161.8,33,0,2,10,13,0,5.25,Single,General Continent,Social Services and Management,0,02,00,00,Students,Students,1,1,1,0
Enrolled,2554,4,134.0,124.9,18,0,6,10,20,0,11.0,Single,General Continent,Technology and Engineering,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,1,0
Enrolled,2555,1,163.0,150.8,18,0,6,10,20,3,10.5,Single,General Continent,Technology and Engineering,1,02,02,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Graduate,2556,1,130.0,130.0,19,0,9,10,16,0,11.7,Single,International,Social Services and Management,1,02,02,02,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,0,0
Enrolled,2557,2,165.0,163.6,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Enrolled,2558,1,142.0,115.0,19,0,7,10,20,0,11.083333333333332,Single,Transfer and Change,Social Services and Management,1,02,01,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,2559,1,156.0,136.8,18,0,12,12,12,0,13.75,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Armed Forces Professions,0,1,0,0
Graduate,2560,5,141.0,130.9,18,0,11,12,15,0,13.05,Single,General Continent,Basic Education,1,02,03,02,Professionals and Specialists,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2561,3,143.0,127.0,18,0,16,16,16,0,13.07375,Single,General Continent,Health and Care,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,2562,1,133.1,120.0,37,0,2,14,18,0,5.375,In Relationship,Other,Health and Care,1,01,01,01,Professionals and Specialists,Armed Forces Professions,0,1,0,0
Enrolled,2563,1,133.0,126.0,20,0,1,11,21,0,6.0,Single,General Continent,Social Services and Management,1,02,01,02,Professionals and Specialists,Administrative Staff,0,1,0,0
Graduate,2564,1,172.0,153.8,20,0,12,12,12,0,13.666666666666668,Single,General Continent,Agriculture and Environtment,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Graduate,2565,1,140.0,140.0,21,0,12,12,14,0,12.880952380952381,Single,International,Social Services and Management,1,02,02,02,Unskilled Workers,Agricultural and Forestry Workers,0,1,1,0
Graduate,2566,1,142.0,136.6,18,0,15,15,16,0,14.1265873015873,Single,General Continent,Health and Care,1,02,01,02,Service Workers and Sellers,Administrative Staff,0,1,0,1
Enrolled,2567,1,140.0,105.0,26,0,8,12,23,1,10.933333333333334,Single,Other,Social Services and Management,0,02,02,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Enrolled,2568,1,133.1,139.4,41,0,10,10,14,0,11.899999999999999,Single,Other,Social Services and Management,1,01,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,0,0
Graduate,2569,2,148.0,140.0,18,0,12,12,12,0,14.166666666666666,Single,General Continent,Social Services and Management,1,02,02,02,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,0,1
Graduate,2570,4,137.0,130.8,18,0,16,16,18,2,14.4025,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,0,0
